detector,seed,phase_definition,subset,unit,flight_class,phase,n,mean,median,p90,p95,p99
isolation_forest,0,alt_rate,train,all,mixed,climb,223192,0.34278583008079866,0.336684320825931,0.3658700487956177,0.37629808630108524,0.41217104573171753
isolation_forest,0,alt_rate,train,all,mixed,cruise,301714,0.34157117092641803,0.33610697513412613,0.3602500044415175,0.369299694289232,0.40917759839075324
isolation_forest,0,alt_rate,train,all,mixed,descent,235176,0.39658885676351885,0.3803209627154833,0.4664457526660899,0.5024533322234529,0.6296891299559981
isolation_forest,0,alt_rate,calibration,18,3,climb,59158,0.352163784753593,0.3492846670001064,0.3666732355040964,0.37551871410092574,0.42967401900555297
isolation_forest,0,alt_rate,calibration,18,3,cruise,71383,0.3445848320882023,0.3389284506454747,0.3651113837149147,0.3757263979085253,0.4120203389537948
isolation_forest,0,alt_rate,calibration,18,3,descent,62748,0.40326311432812817,0.38955320080427114,0.4665727724676623,0.5103734443870597,0.6649855581860304
isolation_forest,0,alt_rate,calibration,20,3,climb,52201,0.35114234452754,0.34378692413866163,0.38028750741336087,0.39807670500289805,0.4309782907408331
isolation_forest,0,alt_rate,calibration,20,3,cruise,79401,0.35133853869684645,0.34451170273296405,0.37702945136974664,0.3883911834222225,0.4375805688256213
isolation_forest,0,alt_rate,calibration,20,3,descent,61752,0.4068808881496507,0.3905133495446163,0.4807187420927015,0.5207838890811555,0.6714359471728376
isolation_forest,0,alt_rate,calibration,all,mixed,climb,111359,0.351684971175524,0.3471341078963896,0.37134279226207645,0.38755353776362866,0.43056490248013535
isolation_forest,0,alt_rate,calibration,all,mixed,cruise,150784,0.3481412509286161,0.341596003734867,0.37281003854282,0.3831669855074099,0.4296071886375642
isolation_forest,0,alt_rate,calibration,all,mixed,descent,124500,0.4050575301436034,0.389982580238875,0.47416015589697386,0.5164980567951176,0.668146947158831
isolation_forest,0,alt_rate,official_test,11,3,climb,58507,0.3413327269148191,0.337383262756816,0.3571725596250892,0.36737469551639357,0.4121219681111728
isolation_forest,0,alt_rate,official_test,11,3,cruise,83871,0.3447030258278269,0.338161455304843,0.3665435985032559,0.37800374262454595,0.42550888610680626
isolation_forest,0,alt_rate,official_test,11,3,descent,70928,0.3984585434700328,0.3822191933377709,0.4682325241977697,0.5127574592697399,0.6644538860065892
isolation_forest,0,alt_rate,official_test,14,1,climb,13993,0.3773492205209166,0.3649115476844865,0.41693436744841805,0.48277935306708736,0.585507350936208
isolation_forest,0,alt_rate,official_test,14,1,cruise,30506,0.365340030451457,0.35485226460419006,0.3903652789589913,0.4264624396320318,0.5819891388039296
isolation_forest,0,alt_rate,official_test,14,1,descent,27769,0.42821683118545084,0.4240677398624139,0.5182143356423711,0.54703872711611,0.5998242972731702
isolation_forest,0,alt_rate,official_test,15,2,climb,53843,0.34916407393424703,0.3441479129328063,0.36639734645575495,0.37884406841347046,0.43580817978086994
isolation_forest,0,alt_rate,official_test,15,2,cruise,43303,0.35936057028796903,0.3580013592418818,0.3763724252635466,0.39092460303005094,0.4067467246944812
isolation_forest,0,alt_rate,official_test,15,2,descent,50393,0.41472688458246987,0.40193761936696576,0.49698494003535654,0.5300177034843709,0.6236497409012249
isolation_forest,0,alt_rate,official_test,all,mixed,climb,126343,0.3486591479480159,0.3418639132526287,0.37017777574772026,0.3883647037527949,0.4751578151365519
isolation_forest,0,alt_rate,official_test,all,mixed,cruise,157680,0.35272096158889993,0.3483723319649776,0.37339577021121134,0.3900642723285072,0.45750095743099733
isolation_forest,0,alt_rate,official_test,all,mixed,descent,149090,0.4094999842457286,0.3944883486134825,0.49224940581935955,0.5288144988507654,0.6436489433175572
isolation_forest,1,primary,train,2,3,climb,57051,0.3469535862131745,0.33960825781292914,0.3735960839620649,0.38679134559134154,0.4164206135223258
isolation_forest,1,primary,train,2,3,cruise,77394,0.34847879557950495,0.33845103662659104,0.3744990839241048,0.40080134811943435,0.47593920700648185
isolation_forest,1,primary,train,2,3,descent,54418,0.4009259924125684,0.3866156431778882,0.47296093175917675,0.5178718735147281,0.658620434697042
isolation_forest,1,primary,train,5,3,climb,49075,0.3454433085868221,0.3400497532724975,0.3662627315666137,0.38043192276860965,0.41298205368800744
isolation_forest,1,primary,train,5,3,cruise,86669,0.3489208193562933,0.34127850086278355,0.3742410178145279,0.3914619110218372,0.4410987744478976
isolation_forest,1,primary,train,5,3,descent,52806,0.39739356167197026,0.38519614760057064,0.45851012192931373,0.49848457495541054,0.623340317114203
isolation_forest,1,primary,train,10,3,climb,50427,0.34318790776489977,0.33601937913736724,0.3696147156190991,0.3787757306307845,0.420909154820875
isolation_forest,1,primary,train,10,3,cruise,83833,0.34489638579577214,0.3378786294388249,0.36677142747161545,0.3801988424501179,0.438124031418189
isolation_forest,1,primary,train,10,3,descent,53790,0.39555185492598843,0.3818898606819767,0.459375128192884,0.4940288361143791,0.6097325807464118
isolation_forest,1,primary,train,16,3,climb,52689,0.3490071041636963,0.345194268021801,0.36891632953137576,0.37945277420226176,0.41263891268824443
isolation_forest,1,primary,train,16,3,cruise,84042,0.35057574667733865,0.3455639681356658,0.36851536178364513,0.38291822710924417,0.4519648575479721
isolation_forest,1,primary,train,16,3,descent,57888,0.3967785925763944,0.3803816320599478,0.4620845228125257,0.4965173278427506,0.62138974054472
isolation_forest,1,primary,train,all,mixed,climb,209242,0.34620894157046717,0.3402774312788563,0.36998559747790255,0.38169488412210484,0.41720084811246744
isolation_forest,1,primary,train,all,mixed,cruise,331938,0.3482203664857433,0.3410695972523312,0.3710248880365518,0.3891016602812905,0.4508953321433991
isolation_forest,1,primary,train,all,mixed,descent,218902,0.3976565244551829,0.38334034052393023,0.46343689340814065,0.5013443303606603,0.6298484073988578
isolation_forest,1,primary,calibration,18,3,climb,56332,0.35579800085609176,0.35324496208816225,0.37068060796149077,0.3800359793541169,0.4341053276504669
isolation_forest,1,primary,calibration,18,3,cruise,78219,0.3517992567809898,0.34426380851851296,0.37536503323626164,0.3974665168906475,0.45234797004630767
isolation_forest,1,primary,calibration,18,3,descent,58738,0.40435361439938633,0.39428561442320575,0.46167925614980576,0.5112302424474925,0.6490393250802083
isolation_forest,1,primary,calibration,20,3,climb,53830,0.35337005987703307,0.3453859073115878,0.38331246662155427,0.4019505971493981,0.43420122648168646
isolation_forest,1,primary,calibration,20,3,cruise,68886,0.35640276178693614,0.34773707127098974,0.38247858472224816,0.41200078165081244,0.4905245244831017
isolation_forest,1,primary,calibration,20,3,descent,70638,0.40209969058105743,0.3860149211750007,0.4684120760882463,0.5077317323586222,0.6418247919401755
isolation_forest,1,primary,calibration,all,mixed,climb,110162,0.3546116020715497,0.3500421103208783,0.37530635249170813,0.39197192400959996,0.43420268898806746
isolation_forest,1,primary,calibration,all,mixed,cruise,147105,0.3539549757969282,0.34581165167911926,0.37974001759492976,0.40486589957175345,0.46765546428659494
isolation_forest,1,primary,calibration,all,mixed,descent,129376,0.4031229945728411,0.3901198861067302,0.465401911153953,0.5090355270784214,0.644455756480149
isolation_forest,1,primary,official_test,11,3,climb,53678,0.34555553778986586,0.3418287685400867,0.36328600317943965,0.3737883910935551,0.4148995313345945
isolation_forest,1,primary,official_test,11,3,cruise,86535,0.34999867333677487,0.3412494785061107,0.3734314411468145,0.3928467569434391,0.45968249876123396
isolation_forest,1,primary,official_test,11,3,descent,73093,0.3959459160077517,0.3796466750935465,0.4619279132881158,0.5023906172590112,0.6647125654787881
isolation_forest,1,primary,official_test,14,1,climb,12241,0.38152733717282294,0.3712699198413873,0.41633934648514515,0.4740685216187775,0.5823896053322749
isolation_forest,1,primary,official_test,14,1,cruise,33377,0.3764800877610291,0.3634037556787389,0.4175889294542671,0.4538453273811014,0.5985942289298147
isolation_forest,1,primary,official_test,14,1,descent,26650,0.42365943899546565,0.41435901319046553,0.5160629139444697,0.549439666410659,0.6097990175693645
isolation_forest,1,primary,official_test,15,2,climb,48789,0.35264073415506686,0.34793201413567737,0.36848839970478975,0.38144980841440007,0.44126407672699514
isolation_forest,1,primary,official_test,15,2,cruise,53466,0.36583554464445894,0.36168861286487064,0.38719751058395857,0.39922414393629374,0.4642209444490358
isolation_forest,1,primary,official_test,15,2,descent,45284,0.4167802202930247,0.40289910817226654,0.4960234402431568,0.5354888493344739,0.6243841466470722
isolation_forest,1,primary,official_test,all,mixed,climb,114708,0.3524078100089663,0.3463055758613627,0.37410670882992275,0.39361287361750097,0.46714527398048244
isolation_forest,1,primary,official_test,all,mixed,cruise,173378,0.3599803568870233,0.3543440713706508,0.3854117840384062,0.4082721572793544,0.5043481117498645
isolation_forest,1,primary,official_test,all,mixed,descent,145027,0.40754393584458815,0.39108761723773705,0.4868618501572986,0.5279923381075279,0.6430660177975599
isolation_forest,1,alt_rate,train,2,3,climb,62603,0.3465464882574685,0.33911805636293446,0.37396939476334545,0.3868885452483565,0.4141763709571323
isolation_forest,1,alt_rate,train,2,3,cruise,68374,0.34517101441196596,0.3380476151825018,0.36387296356501087,0.37796166888471183,0.4512116940505264
isolation_forest,1,alt_rate,train,2,3,descent,57886,0.40227749133554064,0.3889914078134038,0.47313391220194,0.5194422758638907,0.6640749805701567
isolation_forest,1,alt_rate,train,5,3,climb,53461,0.34514459108839896,0.3399775838213969,0.3657194903812659,0.37893598965780506,0.4105848242534986
isolation_forest,1,alt_rate,train,5,3,cruise,77061,0.34535309283167276,0.33994079480355993,0.36905700751407167,0.37653918078443227,0.40268803994110086
isolation_forest,1,alt_rate,train,5,3,descent,58028,0.39830743104123045,0.3864085489041308,0.4575238414900288,0.4960245828135191,0.6278596180234881
isolation_forest,1,alt_rate,train,10,3,climb,53315,0.34322196530281346,0.33622034225339614,0.36940417490576455,0.3782656071436581,0.4201756948917067
isolation_forest,1,alt_rate,train,10,3,cruise,76877,0.3418059868097004,0.3368082334432899,0.35932086030125776,0.37000701126929086,0.39944841667477105
isolation_forest,1,alt_rate,train,10,3,descent,57858,0.39615043180990783,0.3829455454936532,0.4584328836157346,0.49302246194458255,0.6172560996645952
isolation_forest,1,alt_rate,train,16,3,climb,53813,0.34894590905384465,0.3452174933530714,0.3684996599030536,0.3792834324185803,0.41279984960014726
isolation_forest,1,alt_rate,train,16,3,cruise,79402,0.34808989157140796,0.3448277552887986,0.3651055332810404,0.37292342612116053,0.41285280605753544
isolation_forest,1,alt_rate,train,16,3,descent,61404,0.39742983528976505,0.38121748609466277,0.4624077705958632,0.4979842008846328,0.6311473486589397
isolation_forest,1,alt_rate,train,all,mixed,climb,223192,0.34599506287229487,0.3401351695086643,0.36978328638032887,0.38125412547516635,0.4158212884578405
