detector,seed,phase_definition,nominal_fpr,unit,flight_class,phase,healthy_flights,fraction_flights_with_false_alarm,events_per_healthy_flight,matched_fc
lstm_autoencoder,2,primary,0.02,11,3,climb,18,1.0,1.7222222222222223,True
lstm_autoencoder,2,primary,0.02,11,3,cruise,18,0.7777777777777778,5.333333333333333,True
lstm_autoencoder,2,primary,0.02,11,3,descent,18,1.0,24.72222222222222,True
lstm_autoencoder,2,primary,0.02,11,3,overall,18,1.0,31.77777777777778,True
lstm_autoencoder,2,primary,0.02,14,1,climb,35,0.8285714285714286,1.2571428571428571,False
lstm_autoencoder,2,primary,0.02,14,1,cruise,35,0.4,3.142857142857143,False
lstm_autoencoder,2,primary,0.02,14,1,descent,35,1.0,8.085714285714285,False
lstm_autoencoder,2,primary,0.02,14,1,overall,35,1.0,12.4,False
lstm_autoencoder,2,primary,0.02,15,2,climb,23,1.0,2.0434782608695654,False
lstm_autoencoder,2,primary,0.02,15,2,cruise,23,0.30434782608695654,2.869565217391304,False
lstm_autoencoder,2,primary,0.02,15,2,descent,23,1.0,17.0,False
lstm_autoencoder,2,primary,0.02,15,2,overall,23,1.0,21.91304347826087,False
lstm_autoencoder,2,primary,0.02,all,mixed,climb,76,0.9210526315789473,1.605263157894737,False
lstm_autoencoder,2,primary,0.02,all,mixed,cruise,76,0.4605263157894737,3.5789473684210527,False
lstm_autoencoder,2,primary,0.02,all,mixed,descent,76,1.0,14.723684210526315,False
lstm_autoencoder,2,primary,0.02,all,mixed,overall,76,1.0,19.86842105263158,False
lstm_autoencoder,2,alt_rate,0.005,11,3,climb,18,0.9444444444444444,1.6111111111111112,True
lstm_autoencoder,2,alt_rate,0.005,11,3,cruise,18,0.5,2.7222222222222223,True
lstm_autoencoder,2,alt_rate,0.005,11,3,descent,18,1.0,16.055555555555557,True
lstm_autoencoder,2,alt_rate,0.005,11,3,overall,18,1.0,20.38888888888889,True
lstm_autoencoder,2,alt_rate,0.005,14,1,climb,35,0.6857142857142857,0.7428571428571429,False
lstm_autoencoder,2,alt_rate,0.005,14,1,cruise,35,0.2,1.2571428571428571,False
lstm_autoencoder,2,alt_rate,0.005,14,1,descent,35,0.6571428571428571,1.1714285714285715,False
lstm_autoencoder,2,alt_rate,0.005,14,1,overall,35,0.8571428571428571,3.1714285714285713,False
lstm_autoencoder,2,alt_rate,0.005,15,2,climb,23,0.8695652173913043,1.2608695652173914,False
lstm_autoencoder,2,alt_rate,0.005,15,2,cruise,23,0.17391304347826086,0.43478260869565216,False
lstm_autoencoder,2,alt_rate,0.005,15,2,descent,23,0.6086956521739131,7.0,False
lstm_autoencoder,2,alt_rate,0.005,15,2,overall,23,1.0,8.695652173913043,False
lstm_autoencoder,2,alt_rate,0.005,all,mixed,climb,76,0.8026315789473685,1.105263157894737,False
lstm_autoencoder,2,alt_rate,0.005,all,mixed,cruise,76,0.2631578947368421,1.355263157894737,False
lstm_autoencoder,2,alt_rate,0.005,all,mixed,descent,76,0.7236842105263158,6.4605263157894735,False
lstm_autoencoder,2,alt_rate,0.005,all,mixed,overall,76,0.9342105263157895,8.921052631578947,False
lstm_autoencoder,2,alt_rate,0.01,11,3,climb,18,0.9444444444444444,1.6666666666666667,True
lstm_autoencoder,2,alt_rate,0.01,11,3,cruise,18,0.5555555555555556,3.0,True
lstm_autoencoder,2,alt_rate,0.01,11,3,descent,18,1.0,17.72222222222222,True
lstm_autoencoder,2,alt_rate,0.01,11,3,overall,18,1.0,22.38888888888889,True
lstm_autoencoder,2,alt_rate,0.01,14,1,climb,35,0.7428571428571429,1.0,False
lstm_autoencoder,2,alt_rate,0.01,14,1,cruise,35,0.3142857142857143,1.8571428571428572,False
lstm_autoencoder,2,alt_rate,0.01,14,1,descent,35,0.8571428571428571,4.3428571428571425,False
lstm_autoencoder,2,alt_rate,0.01,14,1,overall,35,1.0,7.2,False
lstm_autoencoder,2,alt_rate,0.01,15,2,climb,23,0.9130434782608695,1.5217391304347827,False
lstm_autoencoder,2,alt_rate,0.01,15,2,cruise,23,0.17391304347826086,1.0869565217391304,False
lstm_autoencoder,2,alt_rate,0.01,15,2,descent,23,0.9565217391304348,9.217391304347826,False
lstm_autoencoder,2,alt_rate,0.01,15,2,overall,23,1.0,11.782608695652174,False
lstm_autoencoder,2,alt_rate,0.01,all,mixed,climb,76,0.8421052631578947,1.3157894736842106,False
lstm_autoencoder,2,alt_rate,0.01,all,mixed,cruise,76,0.32894736842105265,1.894736842105263,False
lstm_autoencoder,2,alt_rate,0.01,all,mixed,descent,76,0.9210526315789473,8.986842105263158,False
lstm_autoencoder,2,alt_rate,0.01,all,mixed,overall,76,1.0,12.18421052631579,False
lstm_autoencoder,2,alt_rate,0.02,11,3,climb,18,1.0,2.0555555555555554,True
lstm_autoencoder,2,alt_rate,0.02,11,3,cruise,18,0.6111111111111112,3.111111111111111,True
lstm_autoencoder,2,alt_rate,0.02,11,3,descent,18,1.0,26.61111111111111,True
lstm_autoencoder,2,alt_rate,0.02,11,3,overall,18,1.0,31.77777777777778,True
lstm_autoencoder,2,alt_rate,0.02,14,1,climb,35,0.8285714285714286,1.2857142857142858,False
lstm_autoencoder,2,alt_rate,0.02,14,1,cruise,35,0.37142857142857144,2.742857142857143,False
lstm_autoencoder,2,alt_rate,0.02,14,1,descent,35,1.0,8.371428571428572,False
lstm_autoencoder,2,alt_rate,0.02,14,1,overall,35,1.0,12.4,False
lstm_autoencoder,2,alt_rate,0.02,15,2,climb,23,1.0,2.0434782608695654,False
lstm_autoencoder,2,alt_rate,0.02,15,2,cruise,23,0.17391304347826086,1.565217391304348,False
lstm_autoencoder,2,alt_rate,0.02,15,2,descent,23,1.0,18.347826086956523,False
lstm_autoencoder,2,alt_rate,0.02,15,2,overall,23,1.0,21.91304347826087,False
lstm_autoencoder,2,alt_rate,0.02,all,mixed,climb,76,0.9210526315789473,1.6973684210526316,False
lstm_autoencoder,2,alt_rate,0.02,all,mixed,cruise,76,0.3684210526315789,2.473684210526316,False
lstm_autoencoder,2,alt_rate,0.02,all,mixed,descent,76,1.0,15.710526315789474,False
lstm_autoencoder,2,alt_rate,0.02,all,mixed,overall,76,1.0,19.86842105263158,False
