detector,seed,phase_definition,nominal_fpr,unit,flight_class,phase,n,false_alarms,false_alarm_rate,threshold,matched_fc
lstm_autoencoder,1,alt_rate,0.005,all,mixed,descent,149090,1549,0.010389697498155477,12.417441368103027,False
lstm_autoencoder,1,alt_rate,0.01,11,3,overall,213306,2144,0.010051287821252098,8.315862655639648,True
lstm_autoencoder,1,alt_rate,0.01,11,3,climb,58507,154,0.002632163672722922,8.315862655639648,True
lstm_autoencoder,1,alt_rate,0.01,11,3,cruise,83871,148,0.0017646147059174207,8.315862655639648,True
lstm_autoencoder,1,alt_rate,0.01,11,3,descent,70928,1842,0.025969997744191294,8.315862655639648,True
lstm_autoencoder,1,alt_rate,0.01,14,1,overall,72268,1230,0.01701998118115902,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.01,14,1,climb,13993,285,0.02036732652040306,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.01,14,1,cruise,30506,340,0.011145348456041435,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.01,14,1,descent,27769,605,0.021786884655551154,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.01,15,2,overall,147539,1688,0.011441042707351955,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.01,15,2,climb,53843,231,0.00429025128614676,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.01,15,2,cruise,43303,29,0.0006696995589220146,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.01,15,2,descent,50393,1428,0.028337269065147937,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.01,all,mixed,overall,433113,5062,0.011687481096157354,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.01,all,mixed,climb,126343,670,0.005303024306847233,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.01,all,mixed,cruise,157680,517,0.0032787924911212582,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.01,all,mixed,descent,149090,3875,0.025991012140317928,8.315862655639648,False
lstm_autoencoder,1,alt_rate,0.02,11,3,overall,213306,3991,0.01871020974562366,5.572476863861084,True
lstm_autoencoder,1,alt_rate,0.02,11,3,climb,58507,213,0.0036405900148700153,5.572476863861084,True
lstm_autoencoder,1,alt_rate,0.02,11,3,cruise,83871,199,0.0023726913951186944,5.572476863861084,True
lstm_autoencoder,1,alt_rate,0.02,11,3,descent,70928,3579,0.050459621024137154,5.572476863861084,True
lstm_autoencoder,1,alt_rate,0.02,14,1,overall,72268,3537,0.048942823933137765,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.02,14,1,climb,13993,399,0.028514257128564282,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.02,14,1,cruise,30506,541,0.017734216219760048,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.02,14,1,descent,27769,2597,0.09352155281068818,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.02,15,2,overall,147539,4342,0.029429506774479967,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.02,15,2,climb,53843,320,0.005943205244878629,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.02,15,2,cruise,43303,59,0.0013624922060827193,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.02,15,2,descent,50393,3963,0.07864187486357233,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.02,all,mixed,overall,433113,11870,0.027406242712640812,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.02,all,mixed,climb,126343,932,0.007376744259674062,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.02,all,mixed,cruise,157680,799,0.005067224759005581,5.572476863861084,False
lstm_autoencoder,1,alt_rate,0.02,all,mixed,descent,149090,10139,0.06800590247501509,5.572476863861084,False
lstm_autoencoder,2,primary,0.005,11,3,overall,213306,1109,0.005199103635153254,11.901738166809082,True
lstm_autoencoder,2,primary,0.005,11,3,climb,53678,107,0.001993367860203435,11.901738166809082,True
lstm_autoencoder,2,primary,0.005,11,3,cruise,86535,135,0.0015600624024961,11.901738166809082,True
lstm_autoencoder,2,primary,0.005,11,3,descent,73093,867,0.011861600974101487,11.901738166809082,True
lstm_autoencoder,2,primary,0.005,14,1,overall,72268,591,0.008177893396800797,11.901738166809082,False
lstm_autoencoder,2,primary,0.005,14,1,climb,12241,215,0.017563924515970917,11.901738166809082,False
lstm_autoencoder,2,primary,0.005,14,1,cruise,33377,188,0.005632621266141355,11.901738166809082,False
lstm_autoencoder,2,primary,0.005,14,1,descent,26650,188,0.007054409005628518,11.901738166809082,False
lstm_autoencoder,2,primary,0.005,15,2,overall,147539,613,0.004154833637207789,11.901738166809082,False
lstm_autoencoder,2,primary,0.005,15,2,climb,48789,160,0.0032794277398593944,11.901738166809082,False
lstm_autoencoder,2,primary,0.005,15,2,cruise,53466,120,0.002244417012680956,11.901738166809082,False
lstm_autoencoder,2,primary,0.005,15,2,descent,45284,333,0.007353590672202102,11.901738166809082,False
lstm_autoencoder,2,primary,0.005,all,mixed,overall,433113,2313,0.005340407699607262,11.901738166809082,False
lstm_autoencoder,2,primary,0.005,all,mixed,climb,114708,482,0.004201973707152073,11.901738166809082,False
lstm_autoencoder,2,primary,0.005,all,mixed,cruise,173378,443,0.002555110798371189,11.901738166809082,False
lstm_autoencoder,2,primary,0.005,all,mixed,descent,145027,1388,0.009570631675481117,11.901738166809082,False
lstm_autoencoder,2,primary,0.01,11,3,overall,213306,2167,0.01015911413649874,7.564183712005615,True
lstm_autoencoder,2,primary,0.01,11,3,climb,53678,148,0.0027571817131785835,7.564183712005615,True
lstm_autoencoder,2,primary,0.01,11,3,cruise,86535,206,0.002380539666031086,7.564183712005615,True
lstm_autoencoder,2,primary,0.01,11,3,descent,73093,1813,0.024804016800514413,7.564183712005615,True
lstm_autoencoder,2,primary,0.01,14,1,overall,72268,1392,0.019261637239165328,7.564183712005615,False
lstm_autoencoder,2,primary,0.01,14,1,climb,12241,304,0.024834572338861206,7.564183712005615,False
lstm_autoencoder,2,primary,0.01,14,1,cruise,33377,446,0.013362495131377895,7.564183712005615,False
lstm_autoencoder,2,primary,0.01,14,1,descent,26650,642,0.024090056285178237,7.564183712005615,False
lstm_autoencoder,2,primary,0.01,15,2,overall,147539,1730,0.011725713201255261,7.564183712005615,False
lstm_autoencoder,2,primary,0.01,15,2,climb,48789,246,0.005042120150033819,7.564183712005615,False
lstm_autoencoder,2,primary,0.01,15,2,cruise,53466,168,0.003142183817753339,7.564183712005615,False
lstm_autoencoder,2,primary,0.01,15,2,descent,45284,1316,0.029061037010864765,7.564183712005615,False
lstm_autoencoder,2,primary,0.01,all,mixed,overall,433113,5289,0.012211593741125295,7.564183712005615,False
lstm_autoencoder,2,primary,0.01,all,mixed,climb,114708,698,0.006085015866373749,7.564183712005615,False
lstm_autoencoder,2,primary,0.01,all,mixed,cruise,173378,820,0.004729550461996332,7.564183712005615,False
lstm_autoencoder,2,primary,0.01,all,mixed,descent,145027,3771,0.026002054789797762,7.564183712005615,False
lstm_autoencoder,2,primary,0.02,11,3,overall,213306,4085,0.019150891207936015,4.896302223205566,True
lstm_autoencoder,2,primary,0.02,11,3,climb,53678,201,0.003744550840195238,4.896302223205566,True
lstm_autoencoder,2,primary,0.02,11,3,cruise,86535,346,0.003998382157508523,4.896302223205566,True
lstm_autoencoder,2,primary,0.02,11,3,descent,73093,3538,0.048404087942757856,4.896302223205566,True
lstm_autoencoder,2,primary,0.02,14,1,overall,72268,3832,0.05302485194000111,4.896302223205566,False
lstm_autoencoder,2,primary,0.02,14,1,climb,12241,449,0.03668000980312066,4.896302223205566,False
lstm_autoencoder,2,primary,0.02,14,1,cruise,33377,709,0.021242172753692664,4.896302223205566,False
lstm_autoencoder,2,primary,0.02,14,1,descent,26650,2674,0.10033771106941838,4.896302223205566,False
lstm_autoencoder,2,primary,0.02,15,2,overall,147539,4317,0.029260060051918477,4.896302223205566,False
lstm_autoencoder,2,primary,0.02,15,2,climb,48789,345,0.0070712660640718196,4.896302223205566,False
lstm_autoencoder,2,primary,0.02,15,2,cruise,53466,259,0.00484420005236973,4.896302223205566,False
lstm_autoencoder,2,primary,0.02,15,2,descent,45284,3713,0.08199364013779702,4.896302223205566,False
lstm_autoencoder,2,primary,0.02,all,mixed,overall,433113,12234,0.028246670037611433,4.896302223205566,False
lstm_autoencoder,2,primary,0.02,all,mixed,climb,114708,995,0.008674198835303553,4.896302223205566,False
lstm_autoencoder,2,primary,0.02,all,mixed,cruise,173378,1314,0.007578816228125829,4.896302223205566,False
lstm_autoencoder,2,primary,0.02,all,mixed,descent,145027,9925,0.06843553269391217,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.005,11,3,overall,213306,1109,0.005199103635153254,11.901738166809082,True
lstm_autoencoder,2,alt_rate,0.005,11,3,climb,58507,112,0.0019143008528893979,11.901738166809082,True
lstm_autoencoder,2,alt_rate,0.005,11,3,cruise,83871,107,0.0012757687400889461,11.901738166809082,True
lstm_autoencoder,2,alt_rate,0.005,11,3,descent,70928,890,0.012547935935032709,11.901738166809082,True
lstm_autoencoder,2,alt_rate,0.005,14,1,overall,72268,591,0.008177893396800797,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.005,14,1,climb,13993,215,0.015364825269777746,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.005,14,1,cruise,30506,165,0.0054087720448436375,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.005,14,1,descent,27769,211,0.00759840109474594,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.005,15,2,overall,147539,613,0.004154833637207789,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.005,15,2,climb,53843,160,0.0029716026224393143,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.005,15,2,cruise,43303,15,0.0003463963235803524,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.005,15,2,descent,50393,438,0.008691683368721847,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.005,all,mixed,overall,433113,2313,0.005340407699607262,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.005,all,mixed,climb,126343,487,0.0038545863245292578,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.005,all,mixed,cruise,157680,287,0.0018201420598680873,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.005,all,mixed,descent,149090,1539,0.010322623918438528,11.901738166809082,False
lstm_autoencoder,2,alt_rate,0.01,11,3,overall,213306,2167,0.01015911413649874,7.564183712005615,True
lstm_autoencoder,2,alt_rate,0.01,11,3,climb,58507,162,0.002768899447929308,7.564183712005615,True
lstm_autoencoder,2,alt_rate,0.01,11,3,cruise,83871,155,0.00184807621227838,7.564183712005615,True
lstm_autoencoder,2,alt_rate,0.01,11,3,descent,70928,1850,0.026082788179562374,7.564183712005615,True
lstm_autoencoder,2,alt_rate,0.01,14,1,overall,72268,1392,0.019261637239165328,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.01,14,1,climb,13993,304,0.02172514828842993,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.01,14,1,cruise,30506,387,0.012686028977905986,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.01,14,1,descent,27769,701,0.025243977096762578,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.01,15,2,overall,147539,1730,0.011725713201255261,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.01,15,2,climb,53843,246,0.004568839032000446,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.01,15,2,cruise,43303,34,0.0007851650001154655,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.01,15,2,descent,50393,1450,0.02877383763617963,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.01,all,mixed,overall,433113,5289,0.012211593741125295,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.01,all,mixed,climb,126343,712,0.005635452696231687,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.01,all,mixed,cruise,157680,576,0.0036529680365296802,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.01,all,mixed,descent,149090,4001,0.026836139244751492,7.564183712005615,False
lstm_autoencoder,2,alt_rate,0.02,11,3,overall,213306,4085,0.019150891207936015,4.896302223205566,True
lstm_autoencoder,2,alt_rate,0.02,11,3,climb,58507,230,0.003931153537183585,4.896302223205566,True
lstm_autoencoder,2,alt_rate,0.02,11,3,cruise,83871,207,0.002468075973816933,4.896302223205566,True
lstm_autoencoder,2,alt_rate,0.02,11,3,descent,70928,3648,0.051432438529212726,4.896302223205566,True
lstm_autoencoder,2,alt_rate,0.02,14,1,overall,72268,3832,0.05302485194000111,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.02,14,1,climb,13993,450,0.032158936611162724,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.02,14,1,cruise,30506,590,0.01934045761489543,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.02,14,1,descent,27769,2792,0.10054377183189887,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.02,15,2,overall,147539,4317,0.029260060051918477,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.02,15,2,climb,53843,345,0.006407518154634771,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.02,15,2,cruise,43303,70,0.001616516176708311,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.02,15,2,descent,50393,3902,0.07743138928025718,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.02,all,mixed,overall,433113,12234,0.028246670037611433,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.02,all,mixed,climb,126343,1025,0.008112835693311065,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.02,all,mixed,cruise,157680,867,0.005498477929984779,4.896302223205566,False
lstm_autoencoder,2,alt_rate,0.02,all,mixed,descent,149090,10342,0.06936749614326916,4.896302223205566,False
