detector,phase_definition,subset,unit,flight_class,phase,n,mean,median,p90,p95,p99
history,alt_rate,official_test,11,3,descent,70928,0.15213333131108436,0.044434809300045536,0.17633994565380812,0.34448733889856525,0.970765375455601
history,alt_rate,official_test,14,1,climb,13993,0.04801829648266127,0.02891477862035312,0.08877627787267753,0.1510376759225675,0.3361959409219272
history,alt_rate,official_test,14,1,cruise,30506,0.05344659519949823,0.03679665787143811,0.0988315639951832,0.13615567906170872,0.35125993342771783
history,alt_rate,official_test,14,1,descent,27769,0.14502642848422415,0.05187699201727356,0.2275930050257143,0.49543936640566927,0.8024725168056904
history,alt_rate,official_test,15,2,climb,53843,0.025504624728602543,0.0169444839080451,0.04846909149246645,0.06374599943788178,0.13042810080587253
history,alt_rate,official_test,15,2,cruise,43303,0.02869244534142921,0.020584258395754822,0.04407531234493165,0.054002595367113916,0.09436035698791544
history,alt_rate,official_test,15,2,descent,50393,3.0080299669912973,0.05586591319533569,0.2050289006271652,0.3913812449429071,0.9088876282498073
history,alt_rate,official_test,all,mixed,climb,126343,0.022822783700974913,0.012501001592034655,0.04739923521053369,0.06758035319117417,0.15048874726901743
history,alt_rate,official_test,all,mixed,cruise,157680,0.03650557470251451,0.01696580881317477,0.05749681787247417,0.08461828035816714,0.20035346102342136
history,alt_rate,official_test,all,mixed,descent,149090,1.1161137966490273,0.049949648942546755,0.19477078173854148,0.37868091371243046,0.9119994244658608
