detector,phase_definition,subset,unit,cycle,flight_class,phase,rows,false_alarms,any_false_alarm,false_alarm_events
raw_pca,alt_rate,official_test,11,13,3,overall,10704,400,1,30
raw_pca,alt_rate,official_test,11,13,3,climb,3236,0,0,0
raw_pca,alt_rate,official_test,11,13,3,cruise,4152,15,1,11
raw_pca,alt_rate,official_test,11,13,3,descent,3316,385,1,19
raw_pca,alt_rate,official_test,11,14,3,overall,11573,22,1,22
raw_pca,alt_rate,official_test,11,14,3,climb,3665,0,0,0
raw_pca,alt_rate,official_test,11,14,3,cruise,3719,1,1,1
raw_pca,alt_rate,official_test,11,14,3,descent,4189,21,1,21
raw_pca,alt_rate,official_test,11,15,3,overall,7701,772,1,66
raw_pca,alt_rate,official_test,11,15,3,climb,2453,0,0,0
raw_pca,alt_rate,official_test,11,15,3,cruise,1248,0,0,0
raw_pca,alt_rate,official_test,11,15,3,descent,4000,772,1,66
raw_pca,alt_rate,official_test,11,16,3,overall,11457,47,1,21
raw_pca,alt_rate,official_test,11,16,3,climb,3793,0,0,0
raw_pca,alt_rate,official_test,11,16,3,cruise,4388,1,1,1
raw_pca,alt_rate,official_test,11,16,3,descent,3276,46,1,20
raw_pca,alt_rate,official_test,11,17,3,overall,11457,18,1,14
raw_pca,alt_rate,official_test,11,17,3,climb,3793,0,0,0
raw_pca,alt_rate,official_test,11,17,3,cruise,4388,0,0,0
raw_pca,alt_rate,official_test,11,17,3,descent,3276,18,1,14
raw_pca,alt_rate,official_test,11,18,3,overall,12562,11,1,9
raw_pca,alt_rate,official_test,11,18,3,climb,5390,0,0,0
raw_pca,alt_rate,official_test,11,18,3,cruise,2282,0,0,0
raw_pca,alt_rate,official_test,11,18,3,descent,4890,11,1,9
raw_pca,alt_rate,official_test,14,1,1,overall,2551,1,1,1
raw_pca,alt_rate,official_test,14,1,1,climb,94,0,0,0
raw_pca,alt_rate,official_test,14,1,1,cruise,2339,0,0,0
raw_pca,alt_rate,official_test,14,1,1,descent,118,1,1,1
raw_pca,alt_rate,official_test,14,2,1,overall,1528,34,1,15
raw_pca,alt_rate,official_test,14,2,1,climb,495,0,0,0
raw_pca,alt_rate,official_test,14,2,1,cruise,475,0,0,0
raw_pca,alt_rate,official_test,14,2,1,descent,558,34,1,15
raw_pca,alt_rate,official_test,14,3,1,overall,1887,484,1,24
raw_pca,alt_rate,official_test,14,3,1,climb,262,0,0,0
raw_pca,alt_rate,official_test,14,3,1,cruise,1323,188,1,18
raw_pca,alt_rate,official_test,14,3,1,descent,302,296,1,7
raw_pca,alt_rate,official_test,14,4,1,overall,1303,0,0,0
raw_pca,alt_rate,official_test,14,4,1,climb,96,0,0,0
raw_pca,alt_rate,official_test,14,4,1,cruise,1050,0,0,0
raw_pca,alt_rate,official_test,14,4,1,descent,157,0,0,0
raw_pca,alt_rate,official_test,14,5,1,overall,2641,0,0,0
raw_pca,alt_rate,official_test,14,5,1,climb,1220,0,0,0
raw_pca,alt_rate,official_test,14,5,1,cruise,41,0,0,0
raw_pca,alt_rate,official_test,14,5,1,descent,1380,0,0,0
raw_pca,alt_rate,official_test,14,6,1,overall,2918,1,1,1
raw_pca,alt_rate,official_test,14,6,1,climb,265,0,0,0
raw_pca,alt_rate,official_test,14,6,1,cruise,1361,0,0,0
raw_pca,alt_rate,official_test,14,6,1,descent,1292,1,1,1
raw_pca,alt_rate,official_test,14,7,1,overall,1303,0,0,0
raw_pca,alt_rate,official_test,14,7,1,climb,96,0,0,0
raw_pca,alt_rate,official_test,14,7,1,cruise,1050,0,0,0
raw_pca,alt_rate,official_test,14,7,1,descent,157,0,0,0
raw_pca,alt_rate,official_test,14,8,1,overall,2551,1,1,1
raw_pca,alt_rate,official_test,14,8,1,climb,94,0,0,0
raw_pca,alt_rate,official_test,14,8,1,cruise,2339,0,0,0
raw_pca,alt_rate,official_test,14,8,1,descent,118,1,1,1
raw_pca,alt_rate,official_test,14,9,1,overall,1706,0,0,0
raw_pca,alt_rate,official_test,14,9,1,climb,33,0,0,0
raw_pca,alt_rate,official_test,14,9,1,cruise,59,0,0,0
raw_pca,alt_rate,official_test,14,9,1,descent,1614,0,0,0
raw_pca,alt_rate,official_test,14,10,1,overall,1706,0,0,0
raw_pca,alt_rate,official_test,14,10,1,climb,33,0,0,0
raw_pca,alt_rate,official_test,14,10,1,cruise,59,0,0,0
raw_pca,alt_rate,official_test,14,10,1,descent,1614,0,0,0
raw_pca,alt_rate,official_test,14,11,1,overall,2346,0,0,0
raw_pca,alt_rate,official_test,14,11,1,climb,539,0,0,0
raw_pca,alt_rate,official_test,14,11,1,cruise,891,0,0,0
raw_pca,alt_rate,official_test,14,11,1,descent,916,0,0,0
raw_pca,alt_rate,official_test,14,12,1,overall,2641,0,0,0
raw_pca,alt_rate,official_test,14,12,1,climb,1220,0,0,0
raw_pca,alt_rate,official_test,14,12,1,cruise,41,0,0,0
raw_pca,alt_rate,official_test,14,12,1,descent,1380,0,0,0
raw_pca,alt_rate,official_test,14,13,1,overall,1303,1,1,1
raw_pca,alt_rate,official_test,14,13,1,climb,96,0,0,0
raw_pca,alt_rate,official_test,14,13,1,cruise,1050,1,1,1
raw_pca,alt_rate,official_test,14,13,1,descent,157,0,0,0
raw_pca,alt_rate,official_test,14,14,1,overall,2629,0,0,0
raw_pca,alt_rate,official_test,14,14,1,climb,563,0,0,0
