detector,phase_definition,subset,unit,flight_class,phase,n,false_alarms,false_alarm_rate,threshold
condition_corrected_pca,alt_rate,train,10,3,cruise,76877,110,0.0014308570833929523,0.3863406602366498
condition_corrected_pca,alt_rate,train,10,3,descent,57858,1047,0.018096028206989526,0.3863406602366498
condition_corrected_pca,alt_rate,train,16,3,overall,194619,1769,0.009089554462822232,0.3863406602366498
condition_corrected_pca,alt_rate,train,16,3,climb,53813,8,0.00014866296248118485,0.3863406602366498
condition_corrected_pca,alt_rate,train,16,3,cruise,79402,201,0.0025314223823077503,0.3863406602366498
condition_corrected_pca,alt_rate,train,16,3,descent,61404,1560,0.02540551104162595,0.3863406602366498
condition_corrected_pca,alt_rate,train,all,mixed,overall,760082,6065,0.007979402222391794,0.3863406602366498
condition_corrected_pca,alt_rate,train,all,mixed,climb,223192,44,0.0001971396824258934,0.3863406602366498
condition_corrected_pca,alt_rate,train,all,mixed,cruise,301714,530,0.001756630451354594,0.3863406602366498
condition_corrected_pca,alt_rate,train,all,mixed,descent,235176,5491,0.02334847093240807,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,18,3,overall,193289,2063,0.01067313711592486,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,18,3,climb,59158,20,0.0003380776902532202,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,18,3,cruise,71383,95,0.0013308490817141336,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,18,3,descent,62748,1948,0.0310448141773443,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,20,3,overall,193354,1803,0.009324865273022538,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,20,3,climb,52201,49,0.000938679335644911,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,20,3,cruise,79401,131,0.0016498532764070981,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,20,3,descent,61752,1623,0.026282549553050913,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,all,mixed,overall,386643,3866,0.009998887862964026,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,all,mixed,climb,111359,69,0.0006196176330606417,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,all,mixed,cruise,150784,226,0.001498832767402377,0.3863406602366498
condition_corrected_pca,alt_rate,calibration,all,mixed,descent,124500,3571,0.02868273092369478,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,11,3,overall,213306,2323,0.01089045783991074,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,11,3,climb,58507,70,0.0011964380330558735,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,11,3,cruise,83871,203,0.0024203836844678135,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,11,3,descent,70928,2050,0.028902549063839385,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,14,1,overall,72268,1442,0.01995350639287098,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,14,1,climb,13993,87,0.00621739441149146,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,14,1,cruise,30506,317,0.010391398413426867,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,14,1,descent,27769,1038,0.03737981202059851,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,15,2,overall,147539,1766,0.01196971648174381,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,15,2,climb,53843,50,0.0009286258195122857,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,15,2,cruise,43303,129,0.0029790083827910306,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,15,2,descent,50393,1587,0.0314924691921497,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,all,mixed,overall,433113,5531,0.012770339380254113,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,all,mixed,climb,126343,207,0.0016383970619662349,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,all,mixed,cruise,157680,649,0.0041159309994926434,0.3863406602366498
condition_corrected_pca,alt_rate,official_test,all,mixed,descent,149090,4675,0.03135689851767389,0.3863406602366498
