detector,seed,phase_definition,nominal_fpr,unit,flight_class,phase,n,false_alarms,false_alarm_rate,threshold
lstm_autoencoder,2,primary,0.02,13,3,descent,104404,5196,0.049768208114631625,0.033020634204149246
lstm_autoencoder,2,primary,0.02,14,1,overall,159581,2613,0.016374129752288805,0.033020634204149246
lstm_autoencoder,2,primary,0.02,14,1,climb,33331,416,0.01248087366115628,0.033020634204149246
lstm_autoencoder,2,primary,0.02,14,1,cruise,52432,743,0.014170735428745805,0.033020634204149246
lstm_autoencoder,2,primary,0.02,14,1,descent,73818,1454,0.01969709284998239,0.033020634204149246
lstm_autoencoder,2,primary,0.02,15,2,overall,216930,5153,0.02375420642603605,0.033020634204149246
lstm_autoencoder,2,primary,0.02,15,2,climb,64502,1004,0.015565408824532573,0.033020634204149246
lstm_autoencoder,2,primary,0.02,15,2,cruise,61379,1519,0.024747877938708678,0.033020634204149246
lstm_autoencoder,2,primary,0.02,15,2,descent,91049,2630,0.028885545146020274,0.033020634204149246
lstm_autoencoder,2,primary,0.02,all,mixed,overall,1294679,44771,0.03458077253126064,0.033020634204149246
lstm_autoencoder,2,primary,0.02,all,mixed,climb,326613,5039,0.015428044811443513,0.033020634204149246
lstm_autoencoder,2,primary,0.02,all,mixed,cruise,436402,16219,0.037165274219641525,0.033020634204149246
lstm_autoencoder,2,primary,0.02,all,mixed,descent,531664,23513,0.044225300189593426,0.033020634204149246
