detector,seed,phase_definition,nominal_fpr,unit,flight_class,calibration_phase,test_phase,n,false_alarms,false_alarm_rate,threshold
lstm_autoencoder,1,primary,0.01,all,mixed,climb,climb,326613,6025,0.018446908114496362,0.03150434046983719
lstm_autoencoder,1,primary,0.01,all,mixed,climb,cruise,436402,18821,0.0431276666926366,0.03150434046983719
lstm_autoencoder,1,primary,0.01,all,mixed,climb,descent,531664,29863,0.05616893376267718,0.03150434046983719
lstm_autoencoder,1,primary,0.01,10,3,cruise,climb,63828,388,0.006078836874099142,0.06463529169559479
lstm_autoencoder,1,primary,0.01,10,3,cruise,cruise,95181,2450,0.025740431388617476,0.06463529169559479
lstm_autoencoder,1,primary,0.01,10,3,cruise,descent,90839,3224,0.035491363841521816,0.06463529169559479
lstm_autoencoder,1,primary,0.01,11,3,cruise,climb,63479,297,0.004678712645126735,0.06463529169559479
lstm_autoencoder,1,primary,0.01,11,3,cruise,cruise,98352,1883,0.01914551813892956,0.06463529169559479
lstm_autoencoder,1,primary,0.01,11,3,cruise,descent,99376,2457,0.02472427950410562,0.06463529169559479
lstm_autoencoder,1,primary,0.01,12,1,cruise,climb,35417,364,0.01027755032893808,0.06463529169559479
lstm_autoencoder,1,primary,0.01,12,1,cruise,cruise,47845,276,0.005768627860800501,0.06463529169559479
lstm_autoencoder,1,primary,0.01,12,1,cruise,descent,72178,766,0.010612652054642688,0.06463529169559479
lstm_autoencoder,1,primary,0.01,13,3,cruise,climb,66056,534,0.008084049897057043,0.06463529169559479
lstm_autoencoder,1,primary,0.01,13,3,cruise,cruise,81213,1800,0.0221639392708064,0.06463529169559479
lstm_autoencoder,1,primary,0.01,13,3,cruise,descent,104404,2666,0.025535420098846788,0.06463529169559479
lstm_autoencoder,1,primary,0.01,14,1,cruise,climb,33331,214,0.006420449431460203,0.06463529169559479
lstm_autoencoder,1,primary,0.01,14,1,cruise,cruise,52432,424,0.008086664632285627,0.06463529169559479
lstm_autoencoder,1,primary,0.01,14,1,cruise,descent,73818,618,0.008371941802812323,0.06463529169559479
lstm_autoencoder,1,primary,0.01,15,2,cruise,climb,64502,388,0.0060153173545006355,0.06463529169559479
lstm_autoencoder,1,primary,0.01,15,2,cruise,cruise,61379,832,0.013555124716922726,0.06463529169559479
lstm_autoencoder,1,primary,0.01,15,2,cruise,descent,91049,1215,0.013344462871640546,0.06463529169559479
lstm_autoencoder,1,primary,0.01,all,mixed,cruise,climb,326613,2185,0.006689874561024821,0.06463529169559479
lstm_autoencoder,1,primary,0.01,all,mixed,cruise,cruise,436402,7665,0.01756408082456084,0.06463529169559479
lstm_autoencoder,1,primary,0.01,all,mixed,cruise,descent,531664,10946,0.02058819103794878,0.06463529169559479
lstm_autoencoder,1,primary,0.01,10,3,descent,climb,63828,215,0.003368427649307514,0.08732885122299194
lstm_autoencoder,1,primary,0.01,10,3,descent,cruise,95181,1788,0.018785261764427776,0.08732885122299194
lstm_autoencoder,1,primary,0.01,10,3,descent,descent,90839,2185,0.02405354528341351,0.08732885122299194
lstm_autoencoder,1,primary,0.01,11,3,descent,climb,63479,253,0.0039855700310338854,0.08732885122299194
lstm_autoencoder,1,primary,0.01,11,3,descent,cruise,98352,1242,0.012628111273792094,0.08732885122299194
lstm_autoencoder,1,primary,0.01,11,3,descent,descent,99376,1898,0.01909917887618741,0.08732885122299194
lstm_autoencoder,1,primary,0.01,12,1,descent,climb,35417,258,0.007284637321060508,0.08732885122299194
lstm_autoencoder,1,primary,0.01,12,1,descent,cruise,47845,196,0.004096561814191661,0.08732885122299194
lstm_autoencoder,1,primary,0.01,12,1,descent,descent,72178,469,0.006497824821967912,0.08732885122299194
lstm_autoencoder,1,primary,0.01,13,3,descent,climb,66056,397,0.0060100520770255544,0.08732885122299194
lstm_autoencoder,1,primary,0.01,13,3,descent,cruise,81213,1022,0.012584192185980078,0.08732885122299194
lstm_autoencoder,1,primary,0.01,13,3,descent,descent,104404,2135,0.020449408068656375,0.08732885122299194
lstm_autoencoder,1,primary,0.01,14,1,descent,climb,33331,154,0.004620323422639585,0.08732885122299194
lstm_autoencoder,1,primary,0.01,14,1,descent,cruise,52432,322,0.006141287763198047,0.08732885122299194
lstm_autoencoder,1,primary,0.01,14,1,descent,descent,73818,383,0.005188436424720258,0.08732885122299194
lstm_autoencoder,1,primary,0.01,15,2,descent,climb,64502,303,0.0046975287587981765,0.08732885122299194
lstm_autoencoder,1,primary,0.01,15,2,descent,cruise,61379,688,0.011209045438993794,0.08732885122299194
lstm_autoencoder,1,primary,0.01,15,2,descent,descent,91049,879,0.009654142275038715,0.08732885122299194
lstm_autoencoder,1,primary,0.01,all,mixed,descent,climb,326613,1580,0.004837529430855477,0.08732885122299194
lstm_autoencoder,1,primary,0.01,all,mixed,descent,cruise,436402,5258,0.012048524067259087,0.08732885122299194
lstm_autoencoder,1,primary,0.01,all,mixed,descent,descent,531664,7949,0.01495117216888862,0.08732885122299194
lstm_autoencoder,1,primary,0.02,10,3,climb,climb,63828,3412,0.05345616343924296,0.01971021667122841
lstm_autoencoder,1,primary,0.02,10,3,climb,cruise,95181,10230,0.10747943392063541,0.01971021667122841
lstm_autoencoder,1,primary,0.02,10,3,climb,descent,90839,15842,0.17439645967040587,0.01971021667122841
lstm_autoencoder,1,primary,0.02,11,3,climb,climb,63479,1227,0.019329226988452873,0.01971021667122841
lstm_autoencoder,1,primary,0.02,11,3,climb,cruise,98352,8608,0.08752236863510655,0.01971021667122841
lstm_autoencoder,1,primary,0.02,11,3,climb,descent,99376,12624,0.12703268394783448,0.01971021667122841
lstm_autoencoder,1,primary,0.02,12,1,climb,climb,35417,2885,0.08145805686534716,0.01971021667122841
lstm_autoencoder,1,primary,0.02,12,1,climb,cruise,47845,1189,0.0248510816177239,0.01971021667122841
lstm_autoencoder,1,primary,0.02,12,1,climb,descent,72178,6595,0.09137133198481531,0.01971021667122841
lstm_autoencoder,1,primary,0.02,13,3,climb,climb,66056,1954,0.029580961608332325,0.01971021667122841
lstm_autoencoder,1,primary,0.02,13,3,climb,cruise,81213,7167,0.08824941819659414,0.01971021667122841
lstm_autoencoder,1,primary,0.02,13,3,climb,descent,104404,13695,0.13117313512892226,0.01971021667122841
lstm_autoencoder,1,primary,0.02,14,1,climb,climb,33331,1587,0.04761333293330533,0.01971021667122841
lstm_autoencoder,1,primary,0.02,14,1,climb,cruise,52432,1670,0.03185077815074763,0.01971021667122841
lstm_autoencoder,1,primary,0.02,14,1,climb,descent,73818,4002,0.054214419247338046,0.01971021667122841
lstm_autoencoder,1,primary,0.02,15,2,climb,climb,64502,1893,0.029347927196055935,0.01971021667122841
lstm_autoencoder,1,primary,0.02,15,2,climb,cruise,61379,3444,0.056110396063800326,0.01971021667122841
lstm_autoencoder,1,primary,0.02,15,2,climb,descent,91049,5956,0.06541532581357291,0.01971021667122841
lstm_autoencoder,1,primary,0.02,all,mixed,climb,climb,326613,12958,0.03967386478799068,0.01971021667122841
lstm_autoencoder,1,primary,0.02,all,mixed,climb,cruise,436402,32308,0.07403265796215416,0.01971021667122841
lstm_autoencoder,1,primary,0.02,all,mixed,climb,descent,531664,58714,0.11043440970236841,0.01971021667122841
lstm_autoencoder,1,primary,0.02,10,3,cruise,climb,63828,985,0.015432098765432098,0.03972058370709419
lstm_autoencoder,1,primary,0.02,10,3,cruise,cruise,95181,4812,0.050556308506949914,0.03972058370709419
lstm_autoencoder,1,primary,0.02,10,3,cruise,descent,90839,6429,0.0707735664197096,0.03972058370709419
lstm_autoencoder,1,primary,0.02,11,3,cruise,climb,63479,482,0.0075930622725625795,0.03972058370709419
lstm_autoencoder,1,primary,0.02,11,3,cruise,cruise,98352,3403,0.03460021148527737,0.03972058370709419
lstm_autoencoder,1,primary,0.02,11,3,cruise,descent,99376,4519,0.04547375623893093,0.03972058370709419
lstm_autoencoder,1,primary,0.02,12,1,cruise,climb,35417,718,0.020272750374114128,0.03972058370709419
lstm_autoencoder,1,primary,0.02,12,1,cruise,cruise,47845,501,0.010471313616887867,0.03972058370709419
lstm_autoencoder,1,primary,0.02,12,1,cruise,descent,72178,2085,0.028886918451605754,0.03972058370709419
lstm_autoencoder,1,primary,0.02,13,3,cruise,climb,66056,863,0.013064672399176457,0.03972058370709419
lstm_autoencoder,1,primary,0.02,13,3,cruise,cruise,81213,3532,0.04349057416916011,0.03972058370709419
lstm_autoencoder,1,primary,0.02,13,3,cruise,descent,104404,4613,0.04418413087621164,0.03972058370709419
lstm_autoencoder,1,primary,0.02,14,1,cruise,climb,33331,379,0.011370795955716901,0.03972058370709419
lstm_autoencoder,1,primary,0.02,14,1,cruise,cruise,52432,754,0.014380530973451327,0.03972058370709419
lstm_autoencoder,1,primary,0.02,14,1,cruise,descent,73818,1404,0.019019751280175568,0.03972058370709419
lstm_autoencoder,1,primary,0.02,15,2,cruise,climb,64502,716,0.011100430994387771,0.03972058370709419
lstm_autoencoder,1,primary,0.02,15,2,cruise,cruise,61379,1511,0.02461754020104596,0.03972058370709419
lstm_autoencoder,1,primary,0.02,15,2,cruise,descent,91049,2451,0.026919570780568704,0.03972058370709419
lstm_autoencoder,1,primary,0.02,all,mixed,cruise,climb,326613,4143,0.012684736982300153,0.03972058370709419
lstm_autoencoder,1,primary,0.02,all,mixed,cruise,cruise,436402,14513,0.033256034573627066,0.03972058370709419
lstm_autoencoder,1,primary,0.02,all,mixed,cruise,descent,531664,21501,0.0404409551897439,0.03972058370709419
lstm_autoencoder,1,primary,0.02,10,3,descent,climb,63828,929,0.014554740866077583,0.04110410436987877
lstm_autoencoder,1,primary,0.02,10,3,descent,cruise,95181,4599,0.04831846692091909,0.04110410436987877
lstm_autoencoder,1,primary,0.02,10,3,descent,descent,90839,6115,0.06731690133092615,0.04110410436987877
lstm_autoencoder,1,primary,0.02,11,3,descent,climb,63479,471,0.007419776619039367,0.04110410436987877
lstm_autoencoder,1,primary,0.02,11,3,descent,cruise,98352,3257,0.033115747519115016,0.04110410436987877
lstm_autoencoder,1,primary,0.02,11,3,descent,descent,99376,4355,0.04382345838029303,0.04110410436987877
lstm_autoencoder,1,primary,0.02,12,1,descent,climb,35417,666,0.018804528898551543,0.04110410436987877
lstm_autoencoder,1,primary,0.02,12,1,descent,cruise,47845,481,0.010053297105235656,0.04110410436987877
lstm_autoencoder,1,primary,0.02,12,1,descent,descent,72178,1923,0.02664246723378315,0.04110410436987877
lstm_autoencoder,1,primary,0.02,13,3,descent,climb,66056,842,0.01274676032457309,0.04110410436987877
lstm_autoencoder,1,primary,0.02,13,3,descent,cruise,81213,3370,0.04149581963478753,0.04110410436987877
lstm_autoencoder,1,primary,0.02,13,3,descent,descent,104404,4425,0.04238343358492012,0.04110410436987877
lstm_autoencoder,1,primary,0.02,14,1,descent,climb,33331,355,0.010650745552188654,0.04110410436987877
lstm_autoencoder,1,primary,0.02,14,1,descent,cruise,52432,705,0.013445987183399451,0.04110410436987877
lstm_autoencoder,1,primary,0.02,14,1,descent,descent,73818,1307,0.017705708634750333,0.04110410436987877
lstm_autoencoder,1,primary,0.02,15,2,descent,climb,64502,697,0.010805866484760162,0.04110410436987877
lstm_autoencoder,1,primary,0.02,15,2,descent,cruise,61379,1443,0.023509669430912854,0.04110410436987877
lstm_autoencoder,1,primary,0.02,15,2,descent,descent,91049,2345,0.02575536249711694,0.04110410436987877
lstm_autoencoder,1,primary,0.02,all,mixed,descent,climb,326613,3960,0.012124440852017526,0.04110410436987877
lstm_autoencoder,1,primary,0.02,all,mixed,descent,cruise,436402,13855,0.03174825046631317,0.04110410436987877
lstm_autoencoder,1,primary,0.02,all,mixed,descent,descent,531664,20470,0.03850176051039755,0.04110410436987877
lstm_autoencoder,2,primary,0.005,10,3,climb,climb,63828,559,0.008757911888199537,0.04882217198610306
lstm_autoencoder,2,primary,0.005,10,3,climb,cruise,95181,3183,0.03344154820815079,0.04882217198610306
lstm_autoencoder,2,primary,0.005,10,3,climb,descent,90839,4250,0.046786072061559464,0.04882217198610306
lstm_autoencoder,2,primary,0.005,11,3,climb,climb,63479,382,0.006017738149624285,0.04882217198610306
lstm_autoencoder,2,primary,0.005,11,3,climb,cruise,98352,2395,0.024351309581909876,0.04882217198610306
lstm_autoencoder,2,primary,0.005,11,3,climb,descent,99376,2968,0.029866366124617613,0.04882217198610306
lstm_autoencoder,2,primary,0.005,12,1,climb,climb,35417,425,0.011999887059886496,0.04882217198610306
lstm_autoencoder,2,primary,0.005,12,1,climb,cruise,47845,260,0.0054342146514787335,0.04882217198610306
lstm_autoencoder,2,primary,0.005,12,1,climb,descent,72178,863,0.011956551857906842,0.04882217198610306
lstm_autoencoder,2,primary,0.005,13,3,climb,climb,66056,713,0.010793871866295265,0.04882217198610306
lstm_autoencoder,2,primary,0.005,13,3,climb,cruise,81213,2641,0.03251942423011094,0.04882217198610306
lstm_autoencoder,2,primary,0.005,13,3,climb,descent,104404,3133,0.030008428795831578,0.04882217198610306
lstm_autoencoder,2,primary,0.005,14,1,climb,climb,33331,237,0.007110497734841439,0.04882217198610306
lstm_autoencoder,2,primary,0.005,14,1,climb,cruise,52432,445,0.008487183399450718,0.04882217198610306
lstm_autoencoder,2,primary,0.005,14,1,climb,descent,73818,701,0.009496328808691647,0.04882217198610306
lstm_autoencoder,2,primary,0.005,15,2,climb,climb,64502,569,0.008821431893584695,0.04882217198610306
lstm_autoencoder,2,primary,0.005,15,2,climb,cruise,61379,982,0.0159989572980987,0.04882217198610306
lstm_autoencoder,2,primary,0.005,15,2,climb,descent,91049,1396,0.015332403431119508,0.04882217198610306
lstm_autoencoder,2,primary,0.005,all,mixed,climb,climb,326613,2885,0.00883308380254307,0.04882217198610306
lstm_autoencoder,2,primary,0.005,all,mixed,climb,cruise,436402,9906,0.022699254357221095,0.04882217198610306
lstm_autoencoder,2,primary,0.005,all,mixed,climb,descent,531664,13311,0.025036489211231153,0.04882217198610306
lstm_autoencoder,2,primary,0.005,10,3,cruise,climb,63828,149,0.002334398696496835,0.10773422569036484
lstm_autoencoder,2,primary,0.005,10,3,cruise,cruise,95181,1253,0.013164392053035795,0.10773422569036484
lstm_autoencoder,2,primary,0.005,10,3,cruise,descent,90839,1571,0.017294333931461157,0.10773422569036484
lstm_autoencoder,2,primary,0.005,11,3,cruise,climb,63479,218,0.003434206588005482,0.10773422569036484
lstm_autoencoder,2,primary,0.005,11,3,cruise,cruise,98352,840,0.00854075158613958,0.10773422569036484
lstm_autoencoder,2,primary,0.005,11,3,cruise,descent,99376,1478,0.01487280631138303,0.10773422569036484
lstm_autoencoder,2,primary,0.005,12,1,cruise,climb,35417,167,0.004715249738825988,0.10773422569036484
lstm_autoencoder,2,primary,0.005,12,1,cruise,cruise,47845,95,0.0019855784303479986,0.10773422569036484
lstm_autoencoder,2,primary,0.005,12,1,cruise,descent,72178,204,0.002826345977998836,0.10773422569036484
lstm_autoencoder,2,primary,0.005,13,3,cruise,climb,66056,282,0.00426910500181664,0.10773422569036484
lstm_autoencoder,2,primary,0.005,13,3,cruise,cruise,81213,687,0.008459236821691108,0.10773422569036484
lstm_autoencoder,2,primary,0.005,13,3,cruise,descent,104404,1661,0.01590935213210222,0.10773422569036484
lstm_autoencoder,2,primary,0.005,14,1,cruise,climb,33331,120,0.003600252017641235,0.10773422569036484
lstm_autoencoder,2,primary,0.005,14,1,cruise,cruise,52432,167,0.0031850778150747635,0.10773422569036484
lstm_autoencoder,2,primary,0.005,14,1,cruise,descent,73818,163,0.0022081335175702403,0.10773422569036484
lstm_autoencoder,2,primary,0.005,15,2,cruise,climb,64502,242,0.003751821648941118,0.10773422569036484
lstm_autoencoder,2,primary,0.005,15,2,cruise,cruise,61379,503,0.008194985255543427,0.10773422569036484
lstm_autoencoder,2,primary,0.005,15,2,cruise,descent,91049,600,0.006589858208217553,0.10773422569036484
lstm_autoencoder,2,primary,0.005,all,mixed,cruise,climb,326613,1178,0.0036067149807264254,0.10773422569036484
lstm_autoencoder,2,primary,0.005,all,mixed,cruise,cruise,436402,3545,0.008123244164783846,0.10773422569036484
lstm_autoencoder,2,primary,0.005,all,mixed,cruise,descent,531664,5677,0.010677796503054561,0.10773422569036484
lstm_autoencoder,2,primary,0.005,10,3,descent,climb,63828,47,0.0007363539512439682,0.310519278049469
lstm_autoencoder,2,primary,0.005,10,3,descent,cruise,95181,776,0.008152887656149861,0.310519278049469
lstm_autoencoder,2,primary,0.005,10,3,descent,descent,90839,754,0.008300399608097843,0.310519278049469
lstm_autoencoder,2,primary,0.005,11,3,descent,climb,63479,38,0.000598623166716552,0.310519278049469
lstm_autoencoder,2,primary,0.005,11,3,descent,cruise,98352,304,0.003090938669269562,0.310519278049469
lstm_autoencoder,2,primary,0.005,11,3,descent,descent,99376,843,0.008482933505071647,0.310519278049469
lstm_autoencoder,2,primary,0.005,12,1,descent,climb,35417,74,0.0020893920998390604,0.310519278049469
lstm_autoencoder,2,primary,0.005,12,1,descent,cruise,47845,21,0.0004389173372348208,0.310519278049469
lstm_autoencoder,2,primary,0.005,12,1,descent,descent,72178,55,0.0007620050430879215,0.310519278049469
lstm_autoencoder,2,primary,0.005,13,3,descent,climb,66056,108,0.001634976383674458,0.310519278049469
lstm_autoencoder,2,primary,0.005,13,3,descent,cruise,81213,236,0.0029059387043946167,0.310519278049469
lstm_autoencoder,2,primary,0.005,13,3,descent,descent,104404,1093,0.010468947549902302,0.310519278049469
lstm_autoencoder,2,primary,0.005,14,1,descent,climb,33331,57,0.0017101197083795865,0.310519278049469
lstm_autoencoder,2,primary,0.005,14,1,descent,cruise,52432,42,0.00080103753433018,0.310519278049469
lstm_autoencoder,2,primary,0.005,14,1,descent,descent,73818,43,0.000582513750033867,0.310519278049469
lstm_autoencoder,2,primary,0.005,15,2,descent,climb,64502,76,0.0011782580385104337,0.310519278049469
lstm_autoencoder,2,primary,0.005,15,2,descent,cruise,61379,299,0.004871372945144105,0.310519278049469
lstm_autoencoder,2,primary,0.005,15,2,descent,descent,91049,335,0.003679337499588134,0.310519278049469
lstm_autoencoder,2,primary,0.005,all,mixed,descent,climb,326613,400,0.0012246909951532854,0.310519278049469
lstm_autoencoder,2,primary,0.005,all,mixed,descent,cruise,436402,1678,0.0038450786201713097,0.310519278049469
lstm_autoencoder,2,primary,0.005,all,mixed,descent,descent,531664,3123,0.00587401065334497,0.310519278049469
lstm_autoencoder,2,primary,0.01,10,3,climb,climb,63828,1269,0.01988155668358714,0.029869411140680313
lstm_autoencoder,2,primary,0.01,10,3,climb,cruise,95181,6036,0.06341601790273269,0.029869411140680313
lstm_autoencoder,2,primary,0.01,10,3,climb,descent,90839,8477,0.0933189489096093,0.029869411140680313
lstm_autoencoder,2,primary,0.01,11,3,climb,climb,63479,619,0.009751256320988043,0.029869411140680313
lstm_autoencoder,2,primary,0.01,11,3,climb,cruise,98352,4783,0.048631446233935255,0.029869411140680313
lstm_autoencoder,2,primary,0.01,11,3,climb,descent,99376,5807,0.05843463210433102,0.029869411140680313
lstm_autoencoder,2,primary,0.01,12,1,climb,climb,35417,1069,0.03018324533416156,0.029869411140680313
lstm_autoencoder,2,primary,0.01,12,1,climb,cruise,47845,507,0.01059671857038353,0.029869411140680313
lstm_autoencoder,2,primary,0.01,12,1,climb,descent,72178,2497,0.03459502895619164,0.029869411140680313
lstm_autoencoder,2,primary,0.01,13,3,climb,climb,66056,1240,0.018771951071817852,0.029869411140680313
lstm_autoencoder,2,primary,0.01,13,3,climb,cruise,81213,4447,0.0547572432984867,0.029869411140680313
lstm_autoencoder,2,primary,0.01,13,3,climb,descent,104404,6039,0.05784261139419945,0.029869411140680313
lstm_autoencoder,2,primary,0.01,14,1,climb,climb,33331,544,0.0163211424799736,0.029869411140680313
lstm_autoencoder,2,primary,0.01,14,1,climb,cruise,52432,834,0.015906316753127862,0.029869411140680313
lstm_autoencoder,2,primary,0.01,14,1,climb,descent,73818,1708,0.023137988024601045,0.029869411140680313
lstm_autoencoder,2,primary,0.01,15,2,climb,climb,64502,1125,0.017441319649003133,0.029869411140680313
lstm_autoencoder,2,primary,0.01,15,2,climb,cruise,61379,1691,0.02755013929845713,0.029869411140680313
lstm_autoencoder,2,primary,0.01,15,2,climb,descent,91049,3090,0.0339377697723204,0.029869411140680313
lstm_autoencoder,2,primary,0.01,all,mixed,climb,climb,326613,5866,0.01796009344392293,0.029869411140680313
lstm_autoencoder,2,primary,0.01,all,mixed,climb,cruise,436402,18298,0.04192923038849501,0.029869411140680313
lstm_autoencoder,2,primary,0.01,all,mixed,climb,descent,531664,27618,0.05194634205061843,0.029869411140680313
lstm_autoencoder,2,primary,0.01,10,3,cruise,climb,63828,332,0.005201478974744626,0.06006099656224251
lstm_autoencoder,2,primary,0.01,10,3,cruise,cruise,95181,2414,0.02536220464168269,0.06006099656224251
lstm_autoencoder,2,primary,0.01,10,3,cruise,descent,90839,3106,0.034192362311342046,0.06006099656224251
lstm_autoencoder,2,primary,0.01,11,3,cruise,climb,63479,323,0.0050882969170906915,0.06006099656224251
lstm_autoencoder,2,primary,0.01,11,3,cruise,cruise,98352,1861,0.018921831787864,0.06006099656224251
lstm_autoencoder,2,primary,0.01,11,3,cruise,descent,99376,2328,0.023426179359201417,0.06006099656224251
lstm_autoencoder,2,primary,0.01,12,1,cruise,climb,35417,339,0.009571674619532993,0.06006099656224251
lstm_autoencoder,2,primary,0.01,12,1,cruise,cruise,47845,199,0.004159264290939492,0.06006099656224251
lstm_autoencoder,2,primary,0.01,12,1,cruise,descent,72178,553,0.007661614342320375,0.06006099656224251
lstm_autoencoder,2,primary,0.01,13,3,cruise,climb,66056,555,0.00840196197166041,0.06006099656224251
lstm_autoencoder,2,primary,0.01,13,3,cruise,cruise,81213,1939,0.023875487914496448,0.06006099656224251
lstm_autoencoder,2,primary,0.01,13,3,cruise,descent,104404,2517,0.024108271713727442,0.06006099656224251
lstm_autoencoder,2,primary,0.01,14,1,cruise,climb,33331,189,0.005670396927784945,0.06006099656224251
lstm_autoencoder,2,primary,0.01,14,1,cruise,cruise,52432,339,0.00646551724137931,0.06006099656224251
lstm_autoencoder,2,primary,0.01,14,1,cruise,descent,73818,472,0.006394104418976402,0.06006099656224251
lstm_autoencoder,2,primary,0.01,15,2,cruise,climb,64502,452,0.00700753465008837,0.06006099656224251
lstm_autoencoder,2,primary,0.01,15,2,cruise,cruise,61379,755,0.012300623991919061,0.06006099656224251
lstm_autoencoder,2,primary,0.01,15,2,cruise,descent,91049,1057,0.011609133543476589,0.06006099656224251
lstm_autoencoder,2,primary,0.01,all,mixed,cruise,climb,326613,2190,0.006705183198464237,0.06006099656224251
lstm_autoencoder,2,primary,0.01,all,mixed,cruise,cruise,436402,7507,0.017202029321588812,0.06006099656224251
lstm_autoencoder,2,primary,0.01,all,mixed,cruise,descent,531664,10033,0.01887094104547233,0.06006099656224251
lstm_autoencoder,2,primary,0.01,10,3,descent,climb,63828,248,0.003885442125712853,0.0720134973526001
lstm_autoencoder,2,primary,0.01,10,3,descent,cruise,95181,1927,0.020245637259537094,0.0720134973526001
lstm_autoencoder,2,primary,0.01,10,3,descent,descent,90839,2442,0.02688272658219487,0.0720134973526001
lstm_autoencoder,2,primary,0.01,11,3,descent,climb,63479,286,0.004505426991603522,0.0720134973526001
lstm_autoencoder,2,primary,0.01,11,3,descent,cruise,98352,1421,0.01444810476655279,0.0720134973526001
lstm_autoencoder,2,primary,0.01,11,3,descent,descent,99376,1954,0.019662695218161327,0.0720134973526001
lstm_autoencoder,2,primary,0.01,12,1,descent,climb,35417,272,0.007679927718327357,0.0720134973526001
lstm_autoencoder,2,primary,0.01,12,1,descent,cruise,47845,155,0.0032396279653046293,0.0720134973526001
lstm_autoencoder,2,primary,0.01,12,1,descent,descent,72178,405,0.005611128044556513,0.0720134973526001
lstm_autoencoder,2,primary,0.01,13,3,descent,climb,66056,449,0.006797262928424367,0.0720134973526001
lstm_autoencoder,2,primary,0.01,13,3,descent,cruise,81213,1393,0.017152426335685172,0.0720134973526001
lstm_autoencoder,2,primary,0.01,13,3,descent,descent,104404,2121,0.020315313589517645,0.0720134973526001
lstm_autoencoder,2,primary,0.01,14,1,descent,climb,33331,161,0.004830338123668657,0.0720134973526001
lstm_autoencoder,2,primary,0.01,14,1,descent,cruise,52432,279,0.00532117790662191,0.0720134973526001
lstm_autoencoder,2,primary,0.01,14,1,descent,descent,73818,333,0.004511094854913435,0.0720134973526001
lstm_autoencoder,2,primary,0.01,15,2,descent,climb,64502,365,0.005658739263898794,0.0720134973526001
lstm_autoencoder,2,primary,0.01,15,2,descent,cruise,61379,663,0.010801740008797796,0.0720134973526001
lstm_autoencoder,2,primary,0.01,15,2,descent,descent,91049,872,0.009577260595942844,0.0720134973526001
lstm_autoencoder,2,primary,0.01,all,mixed,descent,climb,326613,1781,0.0054529366559200034,0.0720134973526001
lstm_autoencoder,2,primary,0.01,all,mixed,descent,cruise,436402,5838,0.013377573888295654,0.0720134973526001
lstm_autoencoder,2,primary,0.01,all,mixed,descent,descent,531664,8127,0.015285970086370339,0.0720134973526001
lstm_autoencoder,2,primary,0.02,10,3,climb,climb,63828,3244,0.05082408974117942,0.01761055551469326
lstm_autoencoder,2,primary,0.02,10,3,climb,cruise,95181,10189,0.1070486756810708,0.01761055551469326
lstm_autoencoder,2,primary,0.02,10,3,climb,descent,90839,16593,0.18266383381587203,0.01761055551469326
lstm_autoencoder,2,primary,0.02,11,3,climb,climb,63479,1256,0.01978607098410498,0.01761055551469326
lstm_autoencoder,2,primary,0.02,11,3,climb,cruise,98352,8713,0.08858996258337401,0.01761055551469326
lstm_autoencoder,2,primary,0.02,11,3,climb,descent,99376,13813,0.13899734342295927,0.01761055551469326
lstm_autoencoder,2,primary,0.02,12,1,climb,climb,35417,3509,0.09907671457209814,0.01761055551469326
lstm_autoencoder,2,primary,0.02,12,1,climb,cruise,47845,1087,0.02271919740829763,0.01761055551469326
lstm_autoencoder,2,primary,0.02,12,1,climb,descent,72178,6658,0.09224417412507967,0.01761055551469326
lstm_autoencoder,2,primary,0.02,13,3,climb,climb,66056,1917,0.02902083081022163,0.01761055551469326
lstm_autoencoder,2,primary,0.02,13,3,climb,cruise,81213,7357,0.0905889451196237,0.01761055551469326
lstm_autoencoder,2,primary,0.02,13,3,climb,descent,104404,14530,0.1391709129918394,0.01761055551469326
lstm_autoencoder,2,primary,0.02,14,1,climb,climb,33331,1951,0.05853409738681708,0.01761055551469326
lstm_autoencoder,2,primary,0.02,14,1,climb,cruise,52432,1570,0.02994354592615197,0.01761055551469326
lstm_autoencoder,2,primary,0.02,14,1,climb,descent,73818,4224,0.057221815817280336,0.01761055551469326
lstm_autoencoder,2,primary,0.02,15,2,climb,climb,64502,1972,0.030572695420297044,0.01761055551469326
lstm_autoencoder,2,primary,0.02,15,2,climb,cruise,61379,3266,0.053210381400804835,0.01761055551469326
lstm_autoencoder,2,primary,0.02,15,2,climb,descent,91049,6094,0.06693099320146295,0.01761055551469326
lstm_autoencoder,2,primary,0.02,all,mixed,climb,climb,326613,13849,0.04240186397969462,0.01761055551469326
lstm_autoencoder,2,primary,0.02,all,mixed,climb,cruise,436402,32182,0.07374393334586,0.01761055551469326
lstm_autoencoder,2,primary,0.02,all,mixed,climb,descent,531664,61912,0.11644948689397815,0.01761055551469326
lstm_autoencoder,2,primary,0.02,10,3,cruise,climb,63828,812,0.012721689540640471,0.03743079677224159
lstm_autoencoder,2,primary,0.02,10,3,cruise,cruise,95181,4722,0.049610741639612946,0.03743079677224159
lstm_autoencoder,2,primary,0.02,10,3,cruise,descent,90839,6154,0.0677462323451381,0.03743079677224159
lstm_autoencoder,2,primary,0.02,11,3,cruise,climb,63479,488,0.007687581719938877,0.03743079677224159
lstm_autoencoder,2,primary,0.02,11,3,cruise,cruise,98352,3307,0.03362412558971856,0.03743079677224159
